"title","publishDate","detailUrl","inquiryDeadline","bidDeadline","keyword"
"بشأن اصلاح وتأمين وتركيب قطع غيار لعدد (3) سيارات","2025-09-25","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=*@@**v4OmxkuZ*@@**HoviXusttcVA==","2025-09-28","2025-09-30","اصلاح"
"بشأن اصلاح وتأمين وتركيب قطع غيار سيارة نوع تويوتا لاندكروزر موديل 2012 لوحة 5619","2025-09-25","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=exEQYQhKHDTUnSyqA3%20ctQ==","2025-09-28","2025-09-30","اصلاح"
"بشأن اصلاح وتأمين وتركيب قطع غيار سيارة نوع تويوتا كورولا موديل 2015 لوحة 8207","2025-09-25","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=28d6T*@@**1K7OZuVmiHJHCL*@@**w==","2025-09-28","2025-09-30","اصلاح"
"بشأن اصلاح وتأمين وتركيب قطع غيار سيارة نوع فورد تورس موديل 2018 لوحة 3345 (حادث مروري)","2025-09-25","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=xbVE%20Q3mC*@@**RiP*@@**Wj3ZpDUA==","2025-09-28","2025-09-30","اصلاح"
"بشأن اصلاح وتأمين وتركيب قطع غيار سيارة نوع تويوتا كورولا موديل 2016 لوحة 6870 (حادث مروري)","2025-09-25","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=vCpLKo4B4AHF31VGF9Ckng==","2025-09-28","2025-09-30","اصلاح"
"تامين قطع غيار واصلاح اليات الدفاع المدني بمنطقة مكة المكرمة","2025-09-25","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=xF9Q2QKPBY*@@**HKiufllbtqg==","2025-10-04","2025-10-06","اصلاح"
"تامين مواد تكييف لغرض الاصلاح بقسم الاستلام والتسليم والترحيل بقاعدة الصيانة بالادارة الهندسية بالغر ...","2025-09-24","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=jTUTjurGYhZpcS*@@**lSEW*@@***@@**A==","2025-10-08","2025-10-08","اصلاح"
"اعمال اصلاح وصيانة لبعض الملاحظات (بوابة الدخول الرئيسية بدقم الوبر - مظلة الآليات وأسقف مستعارة بش ...","2025-09-24","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=xPk86hVC5*@@**FdCwdEtxjb0Q==","2025-09-27","2025-09-29","اصلاح"
"تأمين قطع غيار و اصلاح الاليات التابعة لمديرية المنطقة الشرقية والادارات التابعة لها والفروع DM 25 6 ...","2025-09-24","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=xxQbI9CgkpytxICUbXxm5g==","2025-09-28","2025-09-30","اصلاح"
"توريد قطع غيار اصلاح أسطوانة الطباعة لمجمع الملك لطباعة المصحف الشريف بالمدينة المنورة","2025-09-22","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=robt7tpnDcSnQzHPwQZ9Ug==","2025-09-23","2025-09-25","اصلاح"
"اصلاح وصيانة الة فرم اللوحات لإدارة مرور محافظة الطائف","2025-09-22","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=8teN2SglMhBbTs%20*@@**T0IC5w==","2025-09-26","2025-09-28","اصلاح"
"اصلاح وتامين قطع غيار لسيارة نوع هوندا سوناتا لوحة 3354","2025-09-22","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=%207H2*@@**akiNcWg4gqiwpxiNg==","2025-09-25","2025-09-27","اصلاح"
"منافسة MA25620070 اصلاح بعض اليات الدفاع المدني بمنطقة المدينة المنورة – شعبة الصيانة المركزية","2025-09-22","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=CtTTpXjRb6SFIopxlUIEKw==","2025-09-23","2025-09-25","اصلاح"
"اعمال اصلاح وصيانة لمركز الدفاع المدني بحي اللؤلؤ بمحافظة جدة","2025-09-22","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=xfbv9HG*@@***@@**H%20dqLVKMoRjsQ==","2025-10-01","2025-10-04","اصلاح"
"تامين قطع غيار تكييف لزوم اعمال الصيانة والاصلاح لفرع الادارة الهندسية بالغربية","2025-09-22","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=Wf2zwccsr*@@**GcwM99wN4aoQ==","2025-09-28","2025-09-28","اصلاح"
"الموافقة على طرح عملية اصلاح عدد (3) معدات من نوع شيول فركاوا رقم 16097 وقريدر كوماتسو رقم 16110 وبل ...","2025-09-22","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=frXKcKf928XbvC*@@**Dttw%20Tw==","2025-10-02","2025-10-08","اصلاح"
"اصلاح مع توفير قطع غيار لرافعه شوكية من نوع ليندي بمركز الغسيل الكلوي بجدة التابعة للشؤون الصحية بو ...","2025-09-21","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=pje53tJgA4j3fLx1*@@**USxAQ==","2025-09-23","2025-09-27","اصلاح"
"منافسة MA25610069اصلاح بعض الكاميرات الحرارية والاجهزة التابعة للدفاع المدني بمنطقة المدينة المنورة","2025-09-21","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=mLT%20wq3l%20b1YsVcMFf6BwQ==","2025-09-26","2025-09-28","اصلاح"
"تأمين قطع غيار واصلاح اليات الدفاع المدني بمنطقة مكة المكرمة","2025-09-21","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=LNyod90CL6BjBktiuRNIFQ==","2025-10-01","2025-10-03","اصلاح"
"تأمين قطع غيار واصلاح اليات بإدارة الدفاع المدني بمنطقة مكة المكرمة","2025-09-21","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=SaK5%20NG7oVMRFcQGEP2Z3g==","2025-10-01","2025-10-03","اصلاح"
"تأمين قطع غيار واصلاح اليات الدفاع المدني بمنطقة مكة المكرمة","2025-09-21","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=%2007T9jGN%2047HFfVg8faiUg==","2025-09-25","2025-09-27","اصلاح"
"تامين قطع غيار مع الاصلاح لاليات بإدارة الدفاع المدني بالليث","2025-09-21","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=sW45WN0ipGQP3auuVRbmXw==","2025-10-01","2025-10-03","اصلاح"
"تأمين قطع غيار واصلاح الاليات التابعة لمديرية المنطقة الشرقية والادارات التابعة لها والفروع DM 25 6 ...","2025-09-19","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=%20f1o22oiJaCDUFsv3TnBDg==","2025-09-22","2025-09-24","اصلاح"
"تامين قطع غيار مع الاصلاح لالية بإدارة الدفاع المدني بالليث","2025-09-18","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=2exy7izz4NdXeVZxXWjT9g==","2025-09-28","2025-10-01","اصلاح"
"تأمين قطع غيار واصلاح اليات الدفاع المدني بمنطقة مكة المكرمة","2025-09-18","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=vkFwCATQjlK5nvNd0LD9Ww==","2025-09-28","2025-09-30","اصلاح"
"تأمين قطع غيار واصلاح اليات الدفاع المدني بمنطقة مكة المكرمة","2025-09-18","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=3x%20hu*@@**UzC%20VPBMeej2vOSg==","2025-09-28","2025-09-30","اصلاح"
"اصلاح عطل وحدة الطباعة الرابعة لمجمع الملك فهد لطباعة المصحف الشريف بالمدينة المنورة","2025-09-18","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=Ll57wKX1jKP9m9*@@**8XRcbBA==","2025-09-23","2025-09-25","اصلاح"
"الحاجة لتركيب عدد 4 رادارات ساحلية مساندة مع جميع ملحقاتها وعدد 3 رادارات ساحلية لتنفيذ أعمال الكشف ...","2025-09-18","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=Skqtm0niAw*@@**FmQTpmGa9pw==","2025-09-28","2025-10-04","اصلاح"
"اصلاح حادث مركبة حكومية من نوع تايوتا هايلكس غمارتين موديل 2015 التابعة لمديرية مكافحة المخدرات بمنط ...","2025-09-18","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=IPyFWKE%20Srrwzgiw88zJHA==","2025-09-27","2025-09-27","اصلاح"
"اصلاح حادث مركبة حكومية من نوع تايوتا هايلكس غمارتين موديل 2015 التابعة لمديرية مكافحة المخدرات بمنط ...","2025-09-18","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=fFGZgTP%20nl8b4sQqZhC*@@**mw==","2025-09-27","2025-09-27","اصلاح"
"اصلاح غرفه حراسة مدرعه على ان تكون مدة التوريد خلال 30 يوم","2025-09-17","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=Be1Oh%20dHJpy*@@**jVN8ykpTrw==","2025-09-21","2025-09-23","اصلاح"
"بيان بالآليات التي تحتاج إلى قطع غيار و اصلاح الخاصة بالإدارة العامة للدفاع المدني بمحافظة الأحساء","2025-09-17","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=BZoDc3c0NOWKu5UaWskeSg==","2025-09-22","2025-09-28","اصلاح"
"تأمين قطع غيار واصلاح اليات الدفاع المدني بمنطقة مكة المكرمة","2025-09-17","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=V4OJ7sPwipvzxGZRr0qzrw==","2025-09-27","2025-09-29","اصلاح"
"تأمين قطع غيار واصلاح اليات الدفاع المدني بمنطقة مكة المكرمة","2025-09-17","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=%20Sk5cwMbu%208LVCON0xn9bw==","2025-09-27","2025-09-29","اصلاح"
"اصلاح وتركيب لصدام خلفي مع الدهان للدورية الرسمية من نوع شفرولية ترافس موديل 2023 رقم اللوحة (ر ع م ...","2025-09-16","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=V56ipmXrYu2z3tZld8xI5g==","2025-11-09","2025-11-10","اصلاح"
"صيانة واصلاح وتامين قطع الغيار اللازمة لتشغيل جهاز اظهار رقم المتصل بمركز القيادة والتوجيه بمديرية ا ...","2025-09-16","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=2oVJV*@@**aGe6sXnsJ5*@@**nDhoQ==","2025-09-19","2025-09-22","اصلاح"
"تأمين قطع غيار واصلاح الاليات التابعة لمديرية المنطقة الشرقية والادارات التابعة لها والفروع DM 25 62 ...","2025-09-16","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=An9j%20ROvBJ6fvOKhhU5UVw==","2025-09-20","2025-09-22","اصلاح"
"تأمين قطع غيار واصلاح الاليات التابعة لمديرية المنطقة الشرقية والادارات التابعة لها والفروع DM 25 62 ...","2025-09-16","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=SzMeTpO7tx*@@**fw0VZXOw28Q==","2025-09-20","2025-09-22","اصلاح"
"تأمين قطع غيار و اصلاح المعدات التابعة لمديرية المنطقة الشرقية والادارات التابعة لها و الفروع DM 25 ...","2025-09-16","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=4tLU9PpUWUqGrRgBTdhFEQ==","2025-09-20","2025-09-22","اصلاح"
"تأمين قطع غيار واصلاح اليات الدفاع المدني بمنطقة مكة المكرمة","2025-09-16","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=MdUPkemg5yioZnxXkgIVhg==","2025-11-16","2025-11-16","اصلاح"
"تأمين قطع غيار واصلاح اليات بإدارة الدفاع المدني بمنطقة مكة المكرمة","2025-09-16","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=wKahhme2*@@**hBxgl4p57XUdg==","2025-09-26","2025-09-28","اصلاح"
"تأمين قطع غيار واصلاح اليات الدفاع المدني بمنطقة مكة المكرمة","2025-09-15","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=D7qgn0ZVn9Q7iMsrHau9xg==","2025-09-20","2025-09-22","اصلاح"
"تامين قطع غيار لزوم اعمال الصيانة والاصلاح للمولدات الكهربائية بفرع الغربية","2025-09-15","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=*@@**7QG8mKCs5KaZk1pBq8*@@**zA==","2025-09-25","2025-10-01","اصلاح"
"منافسة تامين وتوريد قهوة ومستلزماتها لزوم لجنة اصلاح ذات البين","2025-09-14","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=9lVWyX7gTB23Wd*@@**lCmYg4w==","2025-09-15","2025-09-17","اصلاح"
"اصلاح نظام انذار الحريق في بعض مباني قاعدة الملك سلمان للإسناد البحري","2025-09-14","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=BPBcuStLj5r%20eWyBSGHbxQ==","2025-09-21","2025-09-25","اصلاح"
"مشروع اصلاح ملحوظات الاستلام النهائي لمبنى هيئة محافظة وادي الدواسر","2025-09-14","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=TcQMoKP32c7nVdJPauTi%20w==","2025-09-19","2025-09-21","اصلاح"
"بيان اصلاح وتوريد وتأمين وتركيب قطع غيار إدارة الدفاع المدني بمحافظة الدوادمي التابعة لمديرية منطقة ...","2025-09-12","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=T1ERhcFVfPcDny3acAlFTg==","2025-09-14","2025-09-17","اصلاح"
"بيان اصلاح وتوريد وتأمين قطع غيار لإدارة الدفاع المدني بمحافظة الخرج والتابعة لمديرية الدفاع المدني ...","2025-09-12","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=mv8GMpNGcYVbQffnDXqcuw==","2025-09-14","2025-09-17","اصلاح"
"بخصوص تامين قطع غيار لاصلاح زوارق الخدمه رقم ( خ5117 - ع5119) العامله بالمنطقة الشرقية","2025-09-11","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=LXa0ABzdN8P2%207J5ZYlpPg==","2025-09-21","2025-09-24","اصلاح"
"اصلاح لمرة واحدة لجهاز MCRO AQUASTIM CALORIC IRRIGATOR في مدينة الملك عبدالعزيز الطبية في الرياض الت ...","2025-09-11","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=f5NdNVrzO1DCR3yiHvAMhQ==","2025-09-29","2025-10-02","اصلاح"
"اصلاح وصيانة الة فرم ووزن اللوحات لإدارة مرور محافظة جدة","2025-09-10","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=i%20fZOhu2hj1jASi9YTRtxg==","2025-09-14","2025-09-16","اصلاح"
"اعمال اصلاح وصيانة لغرفة المولد بمركز الدفاع المدني بالبيضاء بمحافظة بحره","2025-09-10","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=WAx%20sFkwN6WCQuAFk4IKjg==","2025-09-20","2025-09-22","اصلاح"
"تأمين قطع غيار واصلاح الأليات التابعة لمديرية المنطقة الشرقية والادارات التابعة لها و الفروع DM 25 6 ...","2025-09-09","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=RAVh1sKfpNfTxsq*@@**FjmazQ==","2025-09-12","2025-09-14","اصلاح"
"تأمين قطع غيار واصلاح الأليات التابعة لمديرية المنطقة الشرقية والادارات التابعة لها و الفروع DM 25 6 ...","2025-09-09","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=g7iUIOY3fhMJ%20XEokjuE4A==","2025-09-13","2025-09-15","اصلاح"
"خدمة طلب عدد ( 8 ) فنيين للعمل على اصلاح دورات مياة سفينة جلالة الملك ينبع ( 904 ) وذلك لمدة ( 21 ) ...","2025-09-09","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=Sp0lMJSd1ZLQ3R8KEO%20%20%20Q==","2025-09-14","2025-09-15","اصلاح"
"خدمة عمل صيانة واصلاح انابيب على سفينة جلالة الملك ( الطائف )","2025-09-07","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=Zp3cRd9rJttpETg0FpkCAQ==","2025-09-13","2025-09-14","اصلاح"
"خدمة عمل صيانة واصلاح مكائن واليات على سفينة جلالة الملك ( ينبع )","2025-09-07","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=KCgVCcknb7NgAGO6ObQlrA==","2025-09-13","2025-09-14","اصلاح"
"أعمال اصلاح و صيانة المظلات الشراعية للآليات لبعض مباني الدفاع المدني بمنطقة حائل","2025-09-07","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=pkuE6o5kBqXB7skv7ZO2rw==","2025-09-08","2025-09-10","اصلاح"
"صيانة واصلاح واعادة تعبئة غازات صناعية","2025-09-06","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=4tf9p9zYMjQm3Rc4LyrlUA==","2025-09-12","2025-09-14","اصلاح"
"الصيانة الطبية - اصلاح خارجي لمنظار عمليات جراحي","2025-09-04","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=JXDAA%209c8nJVLRc6d0CVkA==","2025-09-14","2025-09-14","اصلاح"
"نقل واصلاح وتركيب غرفة مصفحة بمنطقة مكة المكرمة","2025-09-04","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=I0k4rO%20KLUfOzsjr9*@@**IvlA==","2025-09-08","2025-09-10","اصلاح"
"خدمة عمل اصلاح انابيب على سفينة جلالة الملك ( ابها )","2025-09-04","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=J0qu6WlnPtYEcfjdrKfqrw==","2025-11-08","2025-11-09","اصلاح"
"خدمة عمل صيانة واصلاح مولدات ومواطير على سفينة جلالة الملك ( ينبع )","2025-09-04","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=DDJpqaUe%20AT700fQyZeoZQ==","2025-11-01","2025-11-02","اصلاح"
"خدمة عمل صيانة واصلاح مولدات ومواطير على سفينة جلالة الملك ( مكة )","2025-09-04","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=6OJHtUKxq1Ij16ONmqn5hQ==","2025-11-05","2025-11-06","اصلاح"
"خدمة عمل صيانة واصلاح الخزانات والهايكل على سفينة جلالة الملك ( الطائف )","2025-09-04","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=1vDK*@@**pLiaV3KplzeAB%20cyg==","2025-11-09","2025-11-10","اصلاح"
"منافسة MA25610065 اصلاح بعض المعدات الفنية التابعة للدفاع المدني بمنطقة المدينة المنورة – شعبة الصيا ...","2025-09-04","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=SLYJJo0DV5dJ8myDChYtTg==","2025-09-08","2025-09-10","اصلاح"
"اصلاح وتأمين قطع الغيار المطلوب تأمينها لآليات وسيارات الدفاع المدني","2025-09-04","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=fsx2WMqF6NVsoL*@@**qd3UDbw==","2025-09-06","2025-09-08","اصلاح"
"اصلاح وتأمين قطع الغيار المطلوب تأمينها لآليات وسيارات الدفاع المدني","2025-09-04","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=eOeqmRlg6YIUIAgk0BUMsA==","2025-09-06","2025-09-08","اصلاح"
"اصلاح و اعادة قطع غيار توربينات غازية","2025-09-03","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=kspLpizFZZ1mZT5V8O1lXw==","2025-09-21","2025-09-22","اصلاح"
"خدمة عمل صيانة واصلاح مولدات و مواطير لسفينة جلالة الملك ( الطائف )","2025-09-03","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=%201nQUWRthXC2FxQPll4Krg==","2025-09-07","2025-09-08","اصلاح"
"خدمة عمل صيانة واصلاح مكائن واليات لسفينة جلالة الملك ( ابها )","2025-09-03","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=EWkA9LkUAflz37N4oQT7eg==","2025-09-07","2025-09-08","اصلاح"
"خدمة عمل صيانة واصلاح مكائن واليات لسفينة جلالة الملك ( الرياض )","2025-09-03","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=8fB5E%20ZvaKETjN5EABGdrQ==","2025-09-07","2025-09-08","اصلاح"
"خدمة عمل صيانة واصلاح انابيب لسفينة جلالة الملك ( ينبع )","2025-09-03","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=vMK1ZQsvN9l7oU*@@**Vr6w4Pg==","2025-09-07","2025-09-08","اصلاح"
"خدمة عمل صيانة واصلاح مكائن واليات لسفينة جلالة الملك ( مكة )","2025-09-03","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=zI5KGoZAxqqeqfFLPUiM5g==","2025-09-13","2025-09-14","اصلاح"
"اصلاح وصيانة جهاز تسجيل المحادثات التابعة للادارة العامة للدفاع المدني بمدينة الدمام","2025-09-03","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=oLt2VNuUsndpvLpcIrspAQ==","2025-09-04","2025-09-06","اصلاح"
"خدمة عمل صيانة واصلاح مولدات ومواطير سفينة جلالة الملك ( ابها )","2025-09-02","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=*@@**AIIuIv9XsY0j7IFfH5Oxg==","2025-10-18","2025-10-19","اصلاح"
"خدمة عمل صيانة واصلاح مكائن واليات سفينة جلالة الملك ( الطائف )","2025-09-02","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=EfO5TTmjAj%20Tx2X%201igf1A==","2025-09-13","2025-09-14","اصلاح"
"خدمة عمل صيانة واصلاح المكيفات والضواغط على سفينة جلالة الملك ( ينبع )","2025-09-02","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=6pWfE7xEDqQxIxBBPJea7g==","2025-11-08","2025-11-09","اصلاح"
"خدمة عمل صيانة واصلاح المكيفات والضواغط على سفينة جلالة الملك ( مكة )","2025-09-02","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=mjmh9G85sEF1Bny6TABntA==","2025-09-13","2025-09-14","اصلاح"
"خدمة عمل صيانة واصلاح مولدات ومواصير سفينة جلالة الملك ( الرياض )","2025-09-02","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=WkfqRoZefWb0tf64Mx3Itg==","2025-09-13","2025-09-14","اصلاح"
"اصلاح وتامين وتوريد قطع غيار لإدارة الدفاع المدني بمحافظة ضرماء والتابعة لمديرية الدفاع المدني بمنطق ...","2025-08-31","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=fdUcbHb1c9M3gGbaAmV2nQ==","2025-09-02","2025-09-05","اصلاح"
"اصلاح وتأمين وتوريد قطع غيار لإدارة الدفاع المدني بمحافظة رماح والتابعة لمديرية الدفاع المدني بالريا ...","2025-08-31","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=POl6dQ3mpnc2*@@**YqcLirlCw==","2025-09-02","2025-09-05","اصلاح"
"توريد مستلزمات ورش ومرافق اصلاح السفن","2025-08-31","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=WgksQNgtbrOBU3Q9BV2CMw==","2025-09-04","2025-09-06","اصلاح"
"بشأن اصلاح وتأمين وتركيب قطع غيار سيارة نوع تويوتا هايلوكس موديل 2020 لوحة 2700 (حادث مروري)","2025-08-31","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=vu%206oD2XcC5k6ZktZuLjIg==","2025-09-02","2025-09-04","اصلاح"
"منافسة توريد وتركيب قطع غيار لاصلاح اجهزة خزانات السلامة البيولوجية بفرع الجامعة بجدة","2025-08-28","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=trPiM1fylgXuiaYDqiilEw==","2025-09-07","2025-09-13","اصلاح"
"صيانة واصلاح جهاز الطابعة الاحترافي UV600S","2025-08-28","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=lmd6INAL6rcEaF3htD3*@@**Zg==","2025-08-30","2025-09-03","اصلاح"
"خدمة اصلاح الكيابل التالفة الخاصة بالمكائن الرئيسية والمولدات في غرفة المحركات على سفينة جلالة الملك ...","2025-08-28","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=rtwalzgNL9Gwa2zl84d98g==","2025-09-08","2025-09-09","اصلاح"
"تأمين قطع غيار واصلاح اليات بإدارة الدفاع المدني بمنطقة مكة المكرمة","2025-08-27","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=ryjLmHpXVlSHzRQM2Xa%20zw==","2025-09-06","2025-09-08","اصلاح"
"تأمين قطع غيار واصلاح اليات بإدارة الدفاع المدني بمنطقة مكة المكرمة","2025-08-27","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=JSOiAwpE%20oD2qI0sKDJaZw==","2025-09-06","2025-09-08","اصلاح"
"تحسين وتطوير أعمدة الانارة بمرفق اصلاح السفن بقاعدة الملك فيصل البحرية بجدة","2025-08-27","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=O*@@**AczWV2cE7emc*@@**UxxnhUw==","2025-09-27","2025-09-28","اصلاح"
"تأمين قطع غيار واصلاح اليات بإدارة الدفاع المدني بمنطقة مكة المكرمة","2025-08-27","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=s6Gqk8nacg67YCmiNfhBLg==","2025-09-06","2025-09-08","اصلاح"
"اعمال صيانة واصلاح مظلات السيارات الادارية بإدارة الدفاع المدني بمحافظة البدائع وبعض مباني الدفاع ال ...","2025-08-27","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=uJiEHsurI2wol9CSYh3fFA==","2025-08-29","2025-08-31","اصلاح"
"توريد وتركيب قطع غيار واصلاح تويوتا بكب غماره تابعه لادارة الدفاع المدني بسكاكا بمنطقة الجوف نتيجة و ...","2025-08-27","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=zNc2FmldS*@@**RnEIubgQ12rA==","2025-08-30","2025-09-01","اصلاح"
"اصلاح وتأمين قطع الغيار المطلوب تأمينها لآليات وسيارات الدفاع المدني","2025-08-26","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=f1G5mdQdxEzUQfEDL2SOSw==","2025-08-28","2025-08-30","اصلاح"
"اصلاح وتأمين قطع الغيار المطلوب تأمينها لآليات وسيارات الدفاع المدني","2025-08-26","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=Ns4F2sQ8D1LGgTm2T7tfHg==","2025-08-28","2025-08-30","اصلاح"
"اصلاح وتأمين قطع الغيار المطلوب تأمينها لآليات وسيارات الدفاع المدني","2025-08-26","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=nuYeOqY4auWBSDwfCF43Pg==","2025-08-28","2025-08-30","اصلاح"
"اصلاح وصيانة ودهان حواجز حديدية لزوم فرع التموين بالإدارة العامة للمرور بـ (العاصمة المقدسة)","2025-08-25","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=IBr*@@**Ts5VjFjZEX0a3MGWPg==","2025-08-29","2025-08-31","اصلاح"
"اصلاح لوحة كهربائية لزوم مبنى محافظة الافلاج","2025-08-25","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=JhjqxJj2tntaMvxnd0j6PQ==","2025-08-29","2025-08-31","اصلاح"
"اعادة تأهيل للإستاد الرياضي بكلية الملك عبد العزيز الحربية","2025-08-21","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=fc6EDxZGoxiliG*@@**koklOvw==","2025-08-31","2025-09-21","اصلاح"
"صيانه واصلاح ( صوفة هيدروليك خلفي يسار ) لشيول بحفار خلفي كتر بلر التابع لسرية هندسة القتال بوزارة ا ...","2025-08-21","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=MBicJX0an5joCVaqlxMvig==","2025-09-04","2025-09-04","اصلاح"
"تأمين اطارات للاليات الفنية لزوم مستودع الدفاع المدني بمنطقة مكة المكرمة","2025-08-20","https://tenders.etimad.sa/Tender/DetailsForVisitor?STenderId=On5JUY7mClF8zAoDavIVag==","2025-08-30","2025-09-01","اصلاح"
